No.	ID	Banco	Producto	Concepto	Tipo de comisión (usual (U) o eventual E)	Tasa	Min	Max	ME-Tasa Max.	ME-Tasa Min.	ME-Min	ME-Max	Observaciones	Web Banco	Web Tarifario	Contacto
25	BCP	Banco de Crédito del Perú	1.2 Cobranza Simple de Exportación	Portes	U	0.0000000000000000	10.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Por operación de pago	https://www.viabcp.com/wps/portal/viabcpp/empresas	https://ww3.viabcp.com/connect/Nuestrobanco/pdf2006/ComercioExterior.pdf	Tomás Kanashiro / David Pajares Zalvidea - Funcionario | tkanashiro@bcp.com.pe / dpajares@bcp.com.pe | (511) 612 3456 ext. 35729 / 612 3460 | Calle Las Camelias 750 piso 9, San Isidro
26	Financiero	Banco Financiero	1.2 Cobranza Simple de Exportación	Comisión de cobranza	U	0.0000000000000000	30.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
27	Financiero	Banco Financiero	1.2 Cobranza Simple de Exportación	Comisión por envío de información periódica	U	0.0000000000000000	0.0000000000000000	11.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.financiero.com.pe/	http://www.financiero.com.pe/Docs//TARIFARIOGENERAL_250315.pdf	Fabrizio Vásquez y/o Sergio Urquiaga - Funcionario | fvasquez@financiero.com.pe / surquiaga@financiero.com.pe | (511) 612-2000 Ext. 3629/3795 | Av. Jorge Basadre 310 Piso 3 - San Isidro, Lima 27
28	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Gestión de Cobranzas (Por adelantado)	U	0.0000000000000000	60.0000000000000000	600.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
29	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Transferencia Recibida	U	0.0000000000000000	0.0000000000000000	20.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
30	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Emisión de mensajes por seguimiento (Swift)	U	0.0000000000000000	0.0000000000000000	30.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
31	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Devolución y/o Descargo	E	0.0000000000000000	0.0000000000000000	60.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	En caso de descargo	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
32	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Swift	E	0.0000000000000000	0.0000000000000000	30.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
33	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Portes	E	0.0000000000000000	0.0000000000000000	12.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
34	BanBif	Banco Interamericano de Finanzas	1.2 Cobranza Simple de Exportación	Courier	E	0.0000000000000000	0.0000000000000000	75.3300000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Trámite directo $ 12 + Courier (USA $ 60 / América - Europa $ 60 / Asia - Oceanía - África $ 70	http://www.banbif.com.pe/	http://www.banbif.com.pe/tarifario_general/documentos/ni_export_cobranzas.swf	Ana Cecilia del Castillo - Jefe Comercio Exterior | adelcastillo@bif.com.pe | (511) 613 4935 | Av. Rivera Navarrete 600, San Isidro
35	BBVA	BBVA Banco Continental	1.2 Cobranza Simple de Exportación	Gestión cheques enviados al cobro al Exterior	U	0.0000000000000000	91.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	$80 + Portes Internacional: $11 + Gastos del Banco Corresponsal	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_cobranzas_exportacion_tcm1105-430202.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
36	BBVA	BBVA Banco Continental	1.2 Cobranza Simple de Exportación	Emisión de Tracers	U	0.0000000000000000	33.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	$12 + Portes Internacional: $11	http://www.bbvabancocontinental.com/	https://www.bbvacontinental.pe/fbin/mult/comex_cobranzas_exportacion_tcm1105-430202.pdf	Jacob Guzmán Torres - Funcionario de Comercio Exterior | jguzmant@bbva.com | (511) 211 2335 | Av. República de Panamá 3055 San Isidro
37	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión de gestión de courier	U	0.0000000000000000	48.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	USA y Latinoamérica $ 35.40 / Europa $ 47.20 / Asia y Oceanía $ 60.18	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c4	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
38	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión de gestión de cobranza	U	0.0000000000000000	10.0000000000000000	200.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Promedio. Hasta $ 10,000: 0.50% min $ 10 / De $ 10,000 a $ 100,000: 0.25% min $ 20 / Más de $ 100,000: 0.125% max $ 200	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c5	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
39	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión de gestión de portes	U	0.0000000000000000	0.0000000000000000	10.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c6	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
40	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión por devolución de cheques por falta de fondos en el exterior	E	0.0000000000000000	0.0000000000000000	10.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c7	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
41	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión de gestión de portes	E	0.0000000000000000	0.0000000000000000	10.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c8	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
42	Interbank	Interbank	1.2 Cobranza Simple de Exportación	Comisión de gestión de swift	E	0.0000000000000000	0.0000000000000000	25.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	-	http://www.interbank.com.pe/	http://www.interbank.com.pe/documents/10180/1606978/Cobranzas+Exportaci%C3%B3n+y+Remesa+PJ.pdf/09083e3c-1e5c-4599-b085-fcad3cd6b7c9	Wilfredo Trigo Cohello - Gerente de Negocios y Producto Globales | wtrigo@intercorp.com.pe | (511) 219 2000 | Av. Carlos Villarán 140 Lima 13, Perú
43	Bancomercio	Banco de Comercio	1.3 Cobranza Documentaria de Exportación	Cobranzas a la vista - Comisión de cobranza total o parcial	U	0.0000000000000000	50.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Por documento mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
44	Bancomercio	Banco de Comercio	1.3 Cobranza Documentaria de Exportación	Cobranza a la vista - Cobrar Portes, Swift, Fax, Fotocopia	U	0.0000000000000000	40.7500000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Por documento se cobra swift $20 + portes $0.75 + fax $20 (+ Fotocopia S/0.50 por hoja en caso corresponda)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
45	Bancomercio	Banco de Comercio	1.3 Cobranza Documentaria de Exportación	Cobranzas a la vista - Comisión de Aval	U	0.0000000000000000	50.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	Tasa Anual 3% mas (Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja)	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
46	Bancomercio	Banco de Comercio	1.3 Cobranza Documentaria de Exportación	Cobranzas a la vista - Gastos por Courier	U	0.0000000000000000	50.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	0.0000000000000000	mas Portes $ 0.75 + Swift $ 20 + Fax $ 20 + Fotocopia S/0.50 por hoja	http://www.bancomercio.com.pe/	http://www.bancomercio.com/repositorioaps/0/0/jer/manual_general_tarifas/files/Tarifario%20V_24%20del%2026_03_2015.pdf	Manuel Serrano Torres - Gerente de Negocios Internacionales y Corresponsalía | mserrano@bancomercio.com.pe | (511)513 7014 / 513 6000 | Av. Canaval y Moreyra No. 454 -452  San Isidro, Lima 27- Perú
